,day,month,year,crash_time,latitude,longitude,number_of_persons_injured,number_of_persons_killed,bad_road_infrastructure,car_failure,distraction,driver_mistake,illegal_action,medical,other_involvement
62646,19,7,2020,16,40.586117,-73.93604,0,1,0,0,0,0,1,0,0
62649,8,7,2020,14,40.813255,-73.93028,1,0,0,0,0,1,0,0,0
62651,25,7,2020,1,40.821712,-73.90646,0,0,0,0,1,0,0,0,0
62652,26,7,2020,3,40.54343,-74.17703,0,0,0,0,1,0,0,0,0
62653,2,7,2020,21,40.62442,-74.082634,0,0,0,0,1,0,0,0,0
62654,29,7,2020,21,40.66005,-73.89669,0,0,0,0,1,0,0,0,0
62655,7,8,2020,9,40.57409,-74.0063,0,0,0,0,1,0,0,0,0
62658,3,7,2020,12,40.84196,-73.915306,0,0,0,0,1,0,0,0,0
62659,11,7,2020,13,40.67421,-73.86208,1,0,0,0,1,0,0,0,0
62662,8,8,2020,8,40.5839,-73.93874,0,0,0,0,0,1,0,0,0
62663,27,7,2020,5,40.717056,-73.761955,0,0,0,0,0,1,0,0,0
62665,26,6,2020,11,40.644215,-73.965744,1,0,0,0,0,0,0,1,0
62666,3,8,2020,14,40.747158,-73.86286,1,0,0,0,1,0,0,0,0
62668,22,6,2020,19,40.609463,-73.97419,1,0,0,0,0,1,0,0,0
62669,11,7,2020,9,40.59789,-73.988464,0,0,0,0,0,0,0,0,1
62670,10,7,2020,23,40.763897,-73.95323,1,0,1,0,0,0,0,0,0
62671,9,7,2020,23,40.769905,-73.98057,0,0,0,0,0,0,1,0,0
62672,16,6,2020,19,40.681503,-73.904106,1,0,0,0,0,1,0,0,0
62673,30,7,2020,21,40.740772,-73.89867,1,0,0,0,1,0,0,0,0
62674,19,7,2020,23,40.65975,-73.91112,0,0,0,0,0,0,1,0,0
62675,21,6,2020,6,40.837463,-73.85545,0,0,0,0,0,1,0,0,0
62677,29,7,2020,20,40.699505,-73.88883,0,0,0,0,0,1,0,0,0
62678,13,7,2020,22,40.86463,-73.892136,0,0,0,0,0,1,0,0,0
62679,9,7,2020,18,40.78503,-73.94058,1,0,0,0,0,1,0,0,0
62680,17,7,2020,9,40.828407,-73.84392,1,0,0,0,0,0,0,0,1
62683,21,6,2020,0,40.768166,-73.83749,5,0,0,0,0,1,0,0,0
62686,29,6,2020,17,40.666855,-73.80425,0,0,0,0,1,0,0,0,0
62687,30,7,2020,17,40.684177,-73.992195,1,0,0,0,1,0,0,0,0
62688,28,6,2020,2,40.850502,-73.922104,2,0,0,0,0,0,0,0,1
62689,30,6,2020,11,40.665733,-73.8657,1,0,0,0,1,0,0,0,0
62690,25,6,2020,3,40.835716,-73.8775,1,0,0,0,0,0,1,0,0
62691,23,6,2020,11,40.690907,-73.95542,0,0,0,0,1,0,0,0,0
62692,28,7,2020,22,40.585163,-73.95641,2,0,0,0,0,0,0,0,1
62693,26,6,2020,8,40.61725,-73.98869,0,0,0,0,1,0,0,0,0
62694,3,7,2020,18,40.821945,-73.9281,0,0,0,0,1,0,0,0,0
62695,27,6,2020,2,40.811638,-73.9316,2,0,0,0,0,0,1,0,0
62698,25,7,2020,9,40.825836,-73.86318,0,0,0,0,1,0,0,0,0
62699,4,8,2020,12,40.817448,-73.94587,0,0,1,0,0,0,0,0,0
62700,16,7,2020,21,40.81821,-73.96144,1,0,0,0,0,0,0,0,1
62703,22,7,2020,20,40.686085,-73.982666,0,0,0,0,0,1,0,0,0
62704,31,7,2020,12,40.59207,-73.96299,0,0,0,0,0,0,0,0,1
62706,17,7,2020,11,40.722515,-73.73332,0,0,0,0,0,1,0,0,0
62708,7,7,2020,17,40.677917,-73.93861,1,0,0,0,0,0,1,0,0
62709,12,7,2020,2,40.66827,-73.90263,1,0,0,0,0,1,0,0,0
62710,25,6,2020,15,40.842266,-73.8424,0,0,0,0,0,0,1,0,0
62711,3,8,2020,19,40.884155,-73.900375,0,0,0,0,0,0,0,0,1
62712,25,7,2020,16,40.74573,-73.98022,0,0,0,0,1,0,0,0,0
62713,24,6,2020,22,40.6792,-73.9553,1,0,0,0,1,0,0,0,0
62714,2,7,2020,17,40.671528,-73.81573,1,0,0,0,1,0,0,0,0
62715,13,7,2020,11,40.838627,-73.94219,0,0,0,0,0,1,0,0,0
62716,6,7,2020,15,40.869946,-73.84426,0,0,0,0,1,0,0,0,0
62718,12,7,2020,10,40.70908,-73.9575,0,0,0,0,1,0,0,0,0
62719,23,6,2020,22,40.680504,-73.92857,1,0,0,0,1,0,0,0,0
62720,15,7,2020,19,40.740547,-73.78812,1,0,0,0,0,1,0,0,0
62721,15,7,2020,12,40.747295,-73.97405,1,0,0,0,1,0,0,0,0
62723,3,7,2020,16,40.8514,-73.902885,0,0,0,0,1,0,0,0,0
62725,19,6,2020,17,40.735413,-73.91835,0,0,0,0,1,0,0,0,0
62726,24,6,2020,17,40.76347,-73.89154,1,0,0,0,0,0,0,1,0
62728,4,8,2020,15,40.75651,-73.89692,0,0,0,0,1,0,0,0,0
62729,24,6,2020,19,40.699326,-73.95409,1,0,0,0,0,1,0,0,0
62730,6,8,2020,16,40.6778,-73.87331,1,0,0,0,0,1,0,0,0
62731,30,7,2020,15,40.591618,-74.19082,1,0,0,0,0,0,0,0,1
62732,27,6,2020,15,40.73917,-73.81588,0,0,0,0,0,1,0,0,0
62733,2,8,2020,18,40.70862,-73.95848,0,0,0,0,0,0,0,0,1
62734,22,6,2020,12,40.612007,-74.00889,0,0,0,0,0,1,0,0,0
62735,16,7,2020,1,40.764053,-73.99225,0,0,0,0,0,1,0,0,0
62736,28,6,2020,22,40.706757,-73.94141,1,0,0,0,0,0,0,0,1
62737,24,6,2020,10,40.58429,-73.95629,0,0,0,0,0,0,0,0,1
62738,24,7,2020,14,40.6576,-73.919075,1,0,0,0,1,0,0,0,0
62739,18,7,2020,13,40.75548,-73.74173,0,0,0,0,0,1,0,0,0
62741,25,7,2020,20,40.71141,-73.9464,1,0,0,0,0,1,0,0,0
62742,24,6,2020,21,40.66605,-73.81525,0,0,0,0,0,0,0,0,1
62743,20,7,2020,7,40.60788,-74.008255,1,0,0,0,1,0,0,0,0
62744,29,7,2020,17,40.843067,-73.88637,1,0,0,0,1,0,0,0,0
62745,21,7,2020,14,40.594257,-73.97361,0,0,0,0,0,1,0,0,0
62747,4,7,2020,18,40.651733,-73.93039,0,0,0,0,1,0,0,0,0
62748,28,7,2020,16,40.74945,-73.88711,0,0,0,0,1,0,0,0,0
62755,27,7,2020,18,40.83398,-73.82635,0,0,0,0,0,0,1,0,0
62756,18,6,2020,16,40.740913,-73.95226,1,0,0,0,1,0,0,0,0
62757,6,8,2020,17,40.608654,-73.754,2,0,0,0,1,0,0,0,0
62759,6,7,2020,0,40.775597,-73.93616,0,0,0,0,0,0,1,0,0
62760,21,6,2020,1,40.797447,-73.94671,1,0,0,0,0,1,0,0,0
62761,25,6,2020,7,40.668247,-73.84602,0,0,0,0,0,0,0,0,1
62764,19,6,2020,11,40.723824,-73.89931,0,0,0,0,1,0,0,0,0
62766,15,7,2020,10,40.747627,-73.976746,0,0,0,0,0,1,0,0,0
62767,7,8,2020,13,40.85206,-73.82664,2,0,0,0,0,0,0,0,1
62770,31,7,2020,18,40.67052,-73.99798,0,0,0,0,0,1,0,0,0
62772,19,6,2020,9,40.621376,-73.95559,0,0,0,0,0,1,0,0,0
62773,18,7,2020,13,40.743855,-73.88304,0,0,0,0,0,1,0,0,0
62775,30,7,2020,10,40.804695,-73.92239,0,0,0,0,1,0,0,0,0
62776,5,7,2020,0,40.680283,-73.85471,0,0,0,0,0,1,0,0,0
62777,24,6,2020,16,40.608814,-73.973,0,0,0,0,0,1,0,0,0
62779,27,7,2020,19,40.818142,-73.844696,1,0,0,0,0,0,1,0,0
62781,23,7,2020,21,40.690044,-73.861664,1,0,0,0,1,0,0,0,0
62782,3,8,2020,18,40.723747,-74.00612,0,0,0,0,1,0,0,0,0
62785,28,6,2020,16,40.58466,-73.95086,0,0,0,0,1,0,0,0,0
62786,10,7,2020,0,40.88809,-73.89254,0,0,0,0,1,0,0,0,0
62787,14,7,2020,14,40.68265,-73.8402,0,0,0,0,0,1,0,0,0
62788,16,7,2020,9,40.558887,-74.1977,2,0,0,0,1,0,0,0,0
62789,3,7,2020,15,40.58268,-74.10925,1,0,0,0,1,0,0,0,0
62790,17,6,2020,9,40.585133,-73.954544,2,0,0,0,0,0,0,0,1
62791,14,7,2020,10,40.830887,-73.8916,1,0,0,0,0,0,1,0,0
62792,11,7,2020,23,40.8095,-73.93583,0,0,0,0,0,1,0,0,0
62793,20,7,2020,16,40.700607,-73.89692,1,0,0,0,0,1,0,0,0
62795,17,7,2020,20,40.74617,-73.85293,1,0,0,0,1,0,0,0,0
62796,11,7,2020,20,40.75355,-73.98505,1,0,0,0,0,0,0,0,1
62797,17,6,2020,3,40.551563,-74.1453,0,0,0,0,0,0,1,0,0
62798,27,7,2020,7,40.755756,-73.96479,1,0,0,0,1,0,0,0,0
62799,3,8,2020,7,40.788635,-73.9398,0,0,0,0,1,0,0,0,0
62800,22,6,2020,1,40.6689,-73.95862,0,0,0,0,1,0,0,0,0
62801,25,6,2020,12,40.736668,-73.997345,0,0,0,0,1,0,0,0,0
62803,26,7,2020,13,40.682503,-73.82131,0,0,0,0,0,0,1,0,0
62805,2,8,2020,9,40.711845,-73.859764,0,0,0,0,0,1,0,0,0
62806,20,6,2020,15,40.675404,-73.84961,0,0,0,0,0,1,0,0,0
62807,20,6,2020,13,40.792927,-73.94791,0,0,0,0,0,0,0,0,1
62810,3,7,2020,8,40.74947,-73.7564,0,0,0,0,0,1,0,0,0
62811,20,6,2020,16,40.826153,-73.920265,0,0,0,0,0,1,0,0,0
62812,11,7,2020,12,40.680496,-73.821365,0,0,0,0,1,0,0,0,0
62814,20,6,2020,4,40.628845,-73.99855,0,0,0,0,0,0,1,0,0
62815,10,7,2020,9,40.547153,-74.21577,0,0,0,0,0,1,0,0,0
62818,5,8,2020,11,40.74406,-74.00682,1,0,0,0,0,0,0,1,0
62819,13,7,2020,2,40.610897,-74.10001,0,0,1,0,0,0,0,0,0
62820,6,7,2020,9,40.76229,-73.75711,0,0,0,0,1,0,0,0,0
62824,29,7,2020,21,40.53842,-74.23742,2,0,0,0,1,0,0,0,0
62825,9,7,2020,17,40.58848,-73.991875,1,0,0,0,1,0,0,0,0
62826,29,6,2020,0,40.714085,-73.95551,1,0,0,0,1,0,0,0,0
62827,12,7,2020,6,40.72262,-73.901535,0,0,0,0,1,0,0,0,0
62829,18,6,2020,13,40.673374,-73.8565,1,0,0,0,0,1,0,0,0
62830,18,6,2020,17,40.84631,-73.91947,1,0,0,0,0,0,0,0,1
62832,12,7,2020,17,40.75349,-73.86359,0,0,0,0,1,0,0,0,0
62834,7,7,2020,23,40.77997,-73.79754,1,0,0,0,0,1,0,0,0
62835,9,7,2020,8,40.75326,-74.00383,1,0,0,0,0,0,0,0,1
62836,20,6,2020,23,40.8531,-73.92915,1,0,0,0,1,0,0,0,0
62837,25,6,2020,11,40.54958,-74.137375,0,0,0,0,0,1,0,0,0
62838,1,8,2020,21,40.744286,-73.75993,0,0,0,0,0,0,1,0,0
62839,3,7,2020,15,40.57637,-74.12709,2,0,0,0,1,0,0,0,0
62840,30,6,2020,14,40.695114,-73.93194,0,0,0,0,0,1,0,0,0
62841,20,7,2020,14,40.678364,-73.77949,0,0,0,0,0,1,0,0,0
62843,30,7,2020,11,40.791847,-73.94741,0,0,0,1,0,0,0,0,0
62846,18,7,2020,17,40.75852,-73.84444,0,0,0,0,0,1,0,0,0
62849,4,8,2020,14,40.719402,-73.997505,0,0,0,0,0,1,0,0,0
62850,6,7,2020,12,40.605034,-74.13171,0,0,0,0,1,0,0,0,0
62851,15,6,2020,3,40.63007,-73.91941,0,0,0,0,0,0,1,0,0
62852,2,8,2020,2,40.813374,-73.956276,0,0,0,0,0,0,0,0,1
62853,23,7,2020,23,40.75447,-73.98018,1,0,0,0,0,1,0,0,0
62854,30,6,2020,17,40.762978,-73.83198,0,0,0,0,0,1,0,0,0
62858,19,6,2020,6,40.5924,-73.7998,1,0,0,0,1,0,0,0,0
62859,3,7,2020,18,40.902836,-73.85329,1,0,0,0,0,0,1,0,0
62860,23,7,2020,19,40.59962,-73.95657,0,0,0,0,0,0,1,0,0
62861,25,7,2020,1,40.739082,-73.81611,0,0,0,0,0,1,0,0,0
62863,1,8,2020,21,40.65802,-73.73975,0,0,0,0,0,0,1,0,0
62864,13,7,2020,1,40.80348,-73.90781,1,0,0,0,0,1,0,0,0
62865,19,7,2020,18,40.871357,-73.863,0,0,0,0,1,0,0,0,0
62866,24,6,2020,8,40.678043,-73.871704,0,0,0,0,1,0,0,0,0
62869,23,7,2020,14,40.739574,-73.79167,0,0,0,0,0,1,0,0,0
62870,27,6,2020,17,40.732822,-73.8684,0,0,0,0,0,1,0,0,0
62871,14,7,2020,17,40.62106,-73.95447,1,0,0,0,1,0,0,0,0
62872,3,8,2020,7,40.742943,-73.91685,1,0,0,0,0,1,0,0,0
62873,31,7,2020,17,40.766815,-73.83038,0,0,0,0,0,1,0,0,0
62876,21,7,2020,11,40.653416,-73.98146,1,0,0,0,0,1,0,0,0
62877,28,7,2020,15,40.56567,-74.139084,1,0,0,0,0,0,0,1,0
62878,28,6,2020,1,40.825638,-73.921745,0,0,0,0,1,0,0,0,0
62881,9,7,2020,20,40.846542,-73.88561,1,0,0,0,0,0,1,0,0
62883,26,6,2020,0,40.693172,-73.94878,1,0,0,0,1,0,0,0,0
62886,5,7,2020,1,40.638577,-73.90414,0,0,0,0,1,0,0,0,0
62888,17,6,2020,19,40.677944,-74.006805,1,0,0,0,1,0,0,0,0
62890,28,6,2020,19,40.68418,-73.983955,1,0,0,0,0,1,0,0,0
62891,18,7,2020,2,40.855927,-73.89478,0,0,0,0,1,0,0,0,0
62893,15,6,2020,15,40.679825,-73.99515,1,0,0,0,0,1,0,0,0
62895,29,6,2020,13,40.61018,-74.03548,0,0,0,0,0,1,0,0,0
62896,24,7,2020,15,40.68005,-73.94327,0,0,0,0,1,0,0,0,0
62898,6,7,2020,17,40.844677,-73.9245,0,0,1,0,0,0,0,0,0
62900,5,8,2020,12,40.67857,-73.977455,0,0,0,0,1,0,0,0,0
62902,28,6,2020,18,40.644127,-74.00417,0,0,0,0,1,0,0,0,0
62903,10,7,2020,2,40.760254,-73.967545,0,0,0,0,1,0,0,0,0
62905,27,6,2020,16,40.707104,-73.759,1,0,0,0,0,0,1,0,0
62906,24,6,2020,18,40.711155,-73.959724,0,0,0,0,0,1,0,0,0
62910,18,7,2020,11,40.812263,-73.93652,1,0,0,0,0,1,0,0,0
62912,28,7,2020,19,40.854267,-73.869385,1,0,0,0,0,0,1,0,0
62913,25,7,2020,16,40.76036,-73.85688,1,0,0,0,1,0,0,0,0
62916,3,7,2020,10,40.59368,-73.77538,0,0,0,0,1,0,0,0,0
62918,13,7,2020,5,40.697094,-73.89072,0,0,0,0,0,1,0,0,0
62919,21,7,2020,12,40.676197,-73.90679,1,0,0,0,1,0,0,0,0
62920,1,8,2020,23,40.830975,-73.93209,0,0,0,0,0,1,0,0,0
62925,2,8,2020,6,40.804066,-73.93267,0,0,0,0,1,0,0,0,0
62927,4,8,2020,14,40.766895,-73.921394,0,0,0,1,0,0,0,0,0
62929,27,7,2020,21,40.650948,-73.94668,0,0,0,0,1,0,0,0,0
62930,4,7,2020,17,40.62731,-74.08307,0,0,0,0,1,0,0,0,0
62931,28,6,2020,0,40.690308,-73.99881,1,0,0,0,0,1,0,0,0
62937,19,6,2020,14,40.80556,-73.914505,0,0,0,0,0,1,0,0,0
62939,2,7,2020,10,40.726814,-73.813576,0,0,0,0,0,1,0,0,0
62941,9,7,2020,13,40.66925,-73.93944,2,0,0,0,0,1,0,0,0
62942,16,7,2020,21,40.682476,-73.81328,0,0,0,0,0,1,0,0,0
62943,14,6,2020,11,40.67046,-73.88788,0,0,0,0,0,0,1,0,0
62944,1,8,2020,22,40.63817,-74.03389,3,0,0,0,0,0,1,0,0
62945,20,6,2020,2,40.825172,-73.941505,1,0,0,0,1,0,0,0,0
62947,26,6,2020,19,40.83061,-73.93503,1,0,0,0,0,0,0,0,1
62948,2,7,2020,5,40.756546,-73.8064,0,0,0,0,0,0,1,0,0
62949,4,7,2020,21,40.659348,-73.75983,0,0,0,0,0,1,0,0,0
62951,29,7,2020,19,40.72032,-73.99404,1,0,0,0,1,0,0,0,0
62953,28,6,2020,11,40.88643,-73.895805,1,0,0,0,1,0,0,0,0
62954,30,7,2020,21,40.860764,-73.87195,1,0,0,0,0,0,0,0,1
62955,17,7,2020,7,40.636406,-73.9703,1,0,0,0,0,1,0,0,0
62956,23,6,2020,18,40.662247,-73.86671,0,0,0,0,0,0,0,0,1
62957,23,7,2020,15,40.68779,-73.820175,1,0,0,0,0,1,0,0,0
62958,18,6,2020,20,40.760822,-73.99832,0,0,0,0,0,0,1,0,0
62959,26,7,2020,17,40.714222,-73.81636,0,0,0,0,0,0,1,0,0
62962,19,7,2020,5,40.653656,-73.86239,1,0,0,0,0,0,1,0,0
62964,4,7,2020,16,40.698196,-73.84949,0,0,0,0,1,0,0,0,0
62965,19,6,2020,14,40.604046,-73.756996,0,0,0,0,1,0,0,0,0
62968,26,7,2020,15,40.696175,-73.98036,1,0,0,0,1,0,0,0,0
62969,24,7,2020,3,40.805557,-73.91047,0,0,0,0,0,0,0,0,1
62970,21,6,2020,17,40.651974,-73.86542,1,0,0,0,0,1,0,0,0
62971,28,7,2020,12,40.690063,-73.94966,0,0,0,0,0,1,0,0,0
62978,19,6,2020,19,40.694542,-73.80981,0,0,0,0,0,0,1,0,0
62979,2,7,2020,14,40.585056,-73.928894,2,0,0,0,0,1,0,0,0
62980,6,7,2020,14,40.78986,-73.970276,0,0,0,0,0,1,0,0,0
62984,14,7,2020,14,40.873383,-73.87976,0,0,0,0,0,1,0,0,0
62986,24,6,2020,17,40.675686,-73.91378,2,0,0,0,1,0,0,0,0
62987,16,7,2020,23,40.612907,-73.982475,1,0,0,0,1,0,0,0,0
62988,29,7,2020,15,40.667114,-73.834656,1,0,0,0,0,1,0,0,0
62989,8,7,2020,2,40.82194,-73.90743,5,0,0,0,0,1,0,0,0
62990,11,7,2020,18,40.71995,-73.8089,1,0,0,0,0,1,0,0,0
62991,28,6,2020,17,40.705414,-73.78035,0,0,0,0,0,0,1,0,0
62992,21,7,2020,15,40.560535,-74.18042,1,0,0,0,0,1,0,0,0
62994,7,7,2020,16,40.700718,-73.9017,0,0,0,0,0,1,0,0,0
62995,29,6,2020,14,40.57629,-73.968544,0,0,0,0,0,0,0,0,1
62997,20,7,2020,15,40.667027,-73.911026,1,0,0,0,0,1,0,0,0
62998,5,8,2020,7,40.675964,-73.8182,1,0,0,0,1,0,0,0,0
62999,21,7,2020,12,40.843002,-73.90359,0,0,0,0,0,1,0,0,0
63000,17,6,2020,7,40.767612,-73.950005,0,0,0,0,0,1,0,0,0
63001,19,7,2020,14,40.70569,-73.806145,1,0,0,0,1,0,0,0,0
63004,2,8,2020,12,40.68431,-73.95411,0,0,0,0,0,0,0,0,1
63005,15,7,2020,21,40.57969,-74.100395,1,0,0,0,0,0,1,0,0
63006,22,7,2020,3,40.665916,-73.92547,0,0,0,0,0,0,1,0,0
63009,7,8,2020,2,40.749046,-73.98203,1,0,0,0,0,1,0,0,0
63011,3,7,2020,17,40.84692,-73.89756,0,0,0,0,0,1,0,0,0
63012,18,7,2020,21,40.857048,-73.90691,1,0,0,0,1,0,0,0,0
63014,18,6,2020,8,40.71406,-73.95292,0,0,0,0,1,0,0,0,0
63015,14,7,2020,20,40.67939,-73.872154,0,0,0,0,0,0,0,0,1
63016,30,6,2020,8,40.6186,-73.93503,0,0,0,0,0,0,1,0,0
63017,26,7,2020,8,40.674347,-73.82071,0,0,0,0,0,1,0,0,0
63018,23,6,2020,23,40.823105,-73.88273,0,0,1,0,0,0,0,0,0
63019,28,7,2020,13,40.688004,-73.7569,0,0,0,0,0,0,1,0,0
63020,18,7,2020,8,40.761448,-73.80288,0,0,0,0,0,1,0,0,0
63021,16,6,2020,23,40.665035,-73.89214,2,0,0,0,1,0,0,0,0
63022,2,8,2020,18,40.676598,-73.93039,1,0,0,0,0,0,1,0,0
63025,9,7,2020,0,40.837425,-73.92037,1,0,0,0,0,1,0,0,0
63026,9,7,2020,17,40.868565,-73.89657,1,0,0,0,0,0,0,0,1
63027,6,8,2020,16,40.802532,-73.95303,1,0,0,0,1,0,0,0,0
63031,23,6,2020,16,40.72002,-73.81834,1,0,0,0,1,0,0,0,0
63033,7,8,2020,14,40.72766,-73.92938,1,0,0,0,0,0,1,0,0
63034,10,7,2020,6,40.82358,-73.90675,0,0,0,0,0,1,0,0,0
63035,14,7,2020,19,40.66929,-73.842445,1,0,0,0,0,1,0,0,0
63036,3,7,2020,13,40.684242,-73.941635,0,0,0,0,1,0,0,0,0
63037,18,6,2020,12,40.694984,-73.85096,0,0,0,0,1,0,0,0,0
63038,24,6,2020,7,40.762417,-73.95699,0,0,0,0,1,0,0,0,0
63039,2,8,2020,3,40.683216,-73.95388,0,0,0,0,1,0,0,0,0
63042,1,7,2020,22,40.64213,-73.92936,3,0,0,0,0,1,0,0,0
63043,24,7,2020,23,40.843735,-73.895905,0,0,0,0,0,1,0,0,0
63045,21,6,2020,5,40.851093,-73.93244,0,0,0,0,1,0,0,0,0
63047,4,8,2020,5,40.804825,-73.92268,0,0,0,0,0,0,1,0,0
63048,1,7,2020,8,40.683594,-73.80345,0,0,0,0,0,1,0,0,0
63050,5,8,2020,17,40.834747,-73.894325,0,0,0,0,0,0,0,0,1
63051,30,6,2020,0,40.683132,-73.88259,0,0,0,0,1,0,0,0,0
63054,26,6,2020,17,40.68816,-73.848854,0,0,0,0,0,0,0,0,1
63055,23,7,2020,16,40.662712,-73.99568,0,0,0,0,0,1,0,0,0
63056,1,8,2020,18,40.691532,-73.808586,0,0,0,0,0,1,0,0,0
63057,18,7,2020,11,40.828125,-73.84105,0,0,0,0,0,1,0,0,0
63059,24,7,2020,10,40.67118,-73.96934,1,0,0,0,1,0,0,0,0
63060,4,8,2020,22,40.655766,-73.94446,0,0,0,0,1,0,0,0,0
63061,17,6,2020,17,40.837654,-73.89997,0,0,0,0,0,1,0,0,0
63063,22,6,2020,8,40.841274,-73.91762,0,0,0,0,1,0,0,0,0
63064,16,6,2020,18,40.712795,-73.95867,1,0,0,0,0,1,0,0,0
63067,9,7,2020,2,40.861862,-73.91282,1,0,0,0,1,0,0,0,0
63068,25,6,2020,9,40.83718,-73.942604,0,0,0,0,0,1,0,0,0
63070,16,7,2020,0,40.7524,-73.74622,0,0,0,0,0,1,0,0,0
63071,9,7,2020,1,40.668224,-73.953445,0,0,0,0,1,0,0,0,0
63072,22,7,2020,10,40.80661,-73.921,0,0,0,0,0,0,0,0,1
63074,6,8,2020,23,40.68437,-73.91304,0,0,0,0,0,0,1,0,0
63076,26,6,2020,15,40.79452,-73.93593,0,0,0,0,0,0,1,0,0
63077,16,6,2020,15,40.828114,-73.93107,0,0,0,0,0,1,0,0,0
63081,4,7,2020,23,40.674755,-73.880005,0,0,0,0,1,0,0,0,0
63082,13,7,2020,1,40.676598,-73.93039,1,0,0,0,1,0,0,0,0
63083,16,7,2020,1,40.66061,-73.94262,0,0,0,0,1,0,0,0,0
63084,24,7,2020,20,40.644306,-73.97459,0,0,0,0,1,0,0,0,0
63087,15,7,2020,14,40.828346,-73.94906,0,0,0,0,0,1,0,0,0
63088,19,6,2020,14,40.57799,-73.96682,0,0,0,0,0,0,0,0,1
63089,5,7,2020,0,40.663227,-73.93159,0,0,0,0,0,1,0,0,0
63091,8,7,2020,12,40.624275,-73.947426,0,0,0,0,1,0,0,0,0
63093,1,7,2020,18,40.715885,-73.80607,2,0,0,0,0,1,0,0,0
63095,30,6,2020,22,40.633186,-73.89945,0,0,0,0,0,1,0,0,0
63099,2,7,2020,10,40.666233,-73.761,0,0,0,0,0,1,0,0,0
63101,29,7,2020,16,40.709713,-73.965645,1,0,0,0,0,1,0,0,0
63103,11,7,2020,22,40.838108,-73.914246,0,0,0,0,1,0,0,0,0
63104,9,7,2020,17,40.669186,-73.98106,0,0,0,0,1,0,0,0,0
63107,19,6,2020,20,40.717117,-73.8861,0,0,0,0,1,0,0,0,0
63108,14,7,2020,11,40.760536,-73.95836,0,0,0,0,0,1,0,0,0
63109,20,7,2020,17,40.668648,-73.92835,0,0,0,0,1,0,0,0,0
63110,27,7,2020,20,40.689907,-73.78217,0,0,0,0,0,1,0,0,0
63111,2,7,2020,20,40.574905,-74.121735,0,0,0,0,1,0,0,0,0
63112,4,7,2020,11,40.897385,-73.86922,0,0,0,0,0,1,0,0,0
63113,28,6,2020,13,40.625633,-73.90917,0,0,0,0,0,0,1,0,0
63116,3,8,2020,18,40.684006,-74.001656,0,0,0,0,0,1,0,0,0
63117,30,7,2020,1,40.677055,-73.9224,1,0,0,0,0,1,0,0,0
63118,24,6,2020,20,40.730198,-73.954254,1,0,0,0,0,1,0,0,0
63119,5,8,2020,16,40.87564,-73.90836,0,0,0,0,1,0,0,0,0
63120,7,8,2020,16,40.711052,-73.95019,1,0,0,0,0,1,0,0,0
63121,11,7,2020,19,40.86536,-73.87043,1,0,0,0,1,0,0,0,0
63123,23,6,2020,19,40.66968,-73.91075,1,0,0,0,0,0,0,0,1
63124,5,7,2020,0,40.71982,-73.90345,1,0,0,0,0,0,1,0,0
63125,24,7,2020,12,40.789623,-73.94007,0,0,0,0,0,1,0,0,0
63126,25,6,2020,8,40.628162,-73.94137,0,0,0,0,0,1,0,0,0
63127,3,8,2020,3,40.683777,-73.76975,3,0,0,0,0,0,1,0,0
63131,6,7,2020,9,40.576008,-74.10727,2,0,0,0,0,1,0,0,0
63132,22,6,2020,16,40.738842,-73.81404,1,0,0,0,0,1,0,0,0
63135,1,7,2020,16,40.73828,-73.80296,0,0,0,0,0,1,0,0,0
63137,5,7,2020,14,40.693577,-73.80199,1,0,0,0,0,1,0,0,0
63141,21,6,2020,1,40.65804,-73.83572,2,0,0,0,1,0,0,0,0
63142,29,7,2020,11,40.826855,-73.922676,1,0,0,0,0,1,0,0,0
63144,28,7,2020,15,40.83801,-73.87329,1,0,0,0,1,0,0,0,0
63147,29,7,2020,16,40.848145,-73.895424,0,0,0,0,1,0,0,0,0
63148,23,7,2020,18,40.81342,-73.93715,0,0,0,0,0,1,0,0,0
63149,22,6,2020,10,40.715927,-73.961914,0,0,0,0,0,1,0,0,0
63150,22,6,2020,14,40.850647,-73.851654,1,0,0,0,0,0,0,0,1
63151,19,7,2020,1,40.650944,-73.905975,1,0,0,0,0,0,1,0,0
63152,5,8,2020,20,40.844593,-73.88167,1,0,0,0,1,0,0,0,0
63153,24,6,2020,17,40.680473,-73.9614,1,0,0,0,1,0,0,0,0
63154,21,7,2020,13,40.625996,-73.99076,0,0,0,0,1,0,0,0,0
63155,17,6,2020,14,40.754807,-73.91688,1,0,0,0,1,0,0,0,0
63159,16,6,2020,20,40.61688,-73.954735,1,0,0,0,0,1,0,0,0
63160,24,6,2020,17,40.673527,-73.87575,0,0,0,0,0,0,0,0,1
63161,14,7,2020,17,40.72032,-73.99404,0,0,0,0,1,0,0,0,0
63162,2,7,2020,15,40.70171,-73.88091,1,0,0,0,0,1,0,0,0
63164,30,7,2020,13,40.656082,-73.95306,4,0,0,0,0,0,0,0,1
63165,28,7,2020,15,40.76585,-73.8699,1,0,0,0,1,0,0,0,0
63166,22,6,2020,10,40.580658,-73.985664,0,0,0,0,1,0,0,0,0
63168,26,7,2020,0,40.702343,-73.94239,0,0,0,0,1,0,0,0,0
63169,2,8,2020,19,40.58993,-73.90059,2,0,0,0,1,0,0,0,0
